12,24,1
12,25,1
12,26,1
12,27,1
12,30,3
13,1,1
13,2,3
13,3,1
13,4,1
13,5,1
13,6,1
13,7,1
13,8,1
13,9,1
13,10,1
13,11,1
13,12,1
13,14,1
13,15,1
13,16,3
13,17,1
13,18,1
13,19,3
13,20,1
13,21,1
13,22,3
13,23,2
13,24,1
13,25,1
13,26,3
13,27,1
13,30,1
14,1,1
14,2,1
14,3,1
14,4,1
14,5,1
14,6,1
14,7,1
14,8,1
14,9,1
14,10,1
14,11,1
14,12,1
14,14,1
14,15,1
14,16,1
14,17,1
14,18,1
14,19,1
14,20,1
14,21,1
14,22,1
14,23,1
14,24,1
14,25,1
14,26,1
14,27,1
14,30,1
15,1,1
15,2,1
15,3,1
15,4,1
15,5,1
15,6,1
15,7,1
15,8,1
15,9,1
15,10,1
15,11,1
15,12,1
15,14,1
15,15,1
15,16,1
15,17,1
15,18,1
15,19,1
15,20,1
15,21,1
15,22,1
15,23,1
15,24,1
15,25,1
15,26,1
15,27,1
15,30,1
16,1,3
16,2,3
16,3,3
16,4,3
16,5,1
16,6,1
16,7,3
16,8,3
16,9,3
16,10,3
16,11,3
16,12,3
16,14,3
16,15,3
16,16,3
16,17,3
16,18,3
16,19,3
16,20,3
16,21,3
16,22,3
16,23,3
16,24,3
16,25,3
16,26,3
16,27,3
16,30,1
17,1,1
17,2,1
17,3,1
17,4,3
17,5,1
17,6,1
17,7,1
17,8,1
17,9,1
17,10,1
17,11,1
17,12,1
17,14,1
17,15,1
17,16,1
17,17,1
17,18,1
17,19,1
17,20,1
17,21,1
17,22,1
17,23,1
17,24,1
17,25,1
17,26,1
17,27,1
17,30,1
18,1,1
18,2,1
18,3,1
18,5,3
18,6,1
18,7,1
18,8,1
18,10,3
18,11,1
18,12,1
18,14,2
18,15,1
18,16,1
18,17,1
18,18,1
18,19,1
18,20,1
18,21,1
18,22,2
18,23,1
18,24,3
18,25,1
18,26,1
18,27,1
18,30,3
19,1,1
19,2,1
19,3,1
19,4,1
19,5,1
19,6,1
19,7,1
19,8,1
19,9,1
19,10,1
19,11,1
19,12,1
19,14,1
19,15,1
19,16,1
19,17,1
19,18,1
19,19,1
19,20,2
19,21,1
19,22,1
19,23,1
19,24,1
19,25,1
19,26,1
19,27,1
19,30,1
20,1,3
20,2,1
20,3,3
20,4,3
20,5,1
20,6,3
20,7,3
20,8,1
20,9,3
20,10,3
20,11,3
20,12,3
20,14,3
20,15,3
20,16,3
20,17,1
20,18,1
20,19,1
20,20,1
20,21,3
20,22,3
20,23,1
20,24,1
20,25,3
20,26,3
20,27,3
20,30,1
21,1,1
21,2,1
21,3,1
21,4,1
21,5,1
21,6,1
21,7,1
21,8,1
21,9,3
21,10,1
21,11,1
21,12,1
21,14,1
21,15,1
21,16,1
21,17,1
21,18,1
21,19,1
21,20,3
21,21,1
21,22,1
21,23,1
21,24,1
21,25,1
21,26,1
21,27,1
21,30,3
22,1,1
22,2,3
22,3,1
22,4,3
22,5,1
22,6,3
22,7,3
22,8,1
22,9,3
22,10,1
22,11,1
22,12,1
22,14,3
22,15,3
22,16,1
22,17,3
22,18,1
22,19,1
22,20,3
22,21,1
22,22,1
22,23,3
22,24,3
22,25,1
22,26,1
22,27,3
22,30,1
23,1,1
23,2,1
23,3,1
23,4,1
23,5,1
23,6,1
23,7,1
23,8,1
23,9,1
23,10,1
23,11,1
23,12,3
23,14,1
23,15,1
23,16,1
23,17,1
23,18,3
23,19,2
23,20,1
23,21,1
23,22,1
23,23,3
23,24,1
23,25,1
23,26,1
23,27,1
23,30,1
24,1,3
24,2,1
24,3,1
24,4,1
24,5,1
24,6,1
24,7,1
24,8,1
24,9,3
24,10,1
24,11,1
24,12,1
24,14,1
24,15,3
24,16,1
24,17,1
24,18,1
24,19,1
24,20,3
24,21,1
24,22,1
24,23,1
24,24,1
24,25,1
24,26,1
24,27,1
24,30,1
25,1,3
25,2,3
25,3,3
25,4,3
25,5,3
25,6,3
25,7,3
25,8,3
25,9,3
25,10,3
25,11,3
25,12,3
25,14,3
25,15,3
25,16,3
25,17,3
25,18,3
25,19,3
25,20,3
25,21,3
25,22,3
25,23,3
25,24,3
25,25,3
25,26,3
25,27,3
25,30,3
26,1,1
26,2,3
26,3,3
26,4,3
26,5,1
26,6,1
26,7,3
26,8,3
26,9,1
26,10,3
26,11,1
26,12,1
26,14,1
26,15,3
26,16,3
26,17,3
26,18,3
26,19,3
26,20,3
26,21,3
26,22,3
26,23,1
26,24,3
26,25,1
26,26,1
26,27,1
26,30,3
27,1,2
27,2,3
27,3,3
27,4,1
27,5,2
27,6,2
27,7,3
27,8,3
27,9,1
27,10,3
27,11,2
27,12,3
27,14,2
27,15,2
27,16,2
27,17,3
27,18,3
27,19,3
27,20,3
27,21,3
27,22,2
27,23,1
27,24,3
27,25,3
27,26,1
27,27,1
27,30,3
28,1,3
28,2,1
28,3,3
28,4,1
28,5,3
28,6,3
28,7,3
28,8,3
28,9,3
28,10,1
28,11,3
28,12,3
28,14,1
28,15,3
28,16,3
28,17,3
28,18,3
28,19,3
28,20,3
28,21,3
28,22,3
28,23,3
28,24,3
28,25,3
28,26,3
28,27,1
28,30,3
29,1,3
29,2,1
29,3,3
29,4,3
29,5,3
29,6,1
29,7,1
29,8,3
29,9,3
29,10,1
29,11,3
29,12,3
29,14,3
29,15,3
29,16,3
29,17,3
29,18,1
29,19,3
29,20,3
29,21,1
29,22,1
29,23,3
29,24,3
29,25,3
29,26,1
29,27,1
29,30,3
30,1,1
30,2,1
30,3,1
30,4,1
30,5,1
30,6,1
30,7,1
30,8,1
30,9,1
30,10,1
30,11,1
30,12,1
30,14,1
30,15,1
30,16,1
30,17,1
30,18,1
30,19,1
30,20,1
30,21,1
30,22,1
30,23,1
30,24,1
30,25,1
30,26,1
30,27,1
30,30,1
